Task_ID,Machine_ID,Network_Slice_ID,Task_Type,Execution_Time,Machine_Status,Reallocation,Latency_ms,Sensor_Temp_C,URLLC_Score,Target
T0326,M01,NS_1,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0327,M03,NS_3,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0328,M05,NS_1,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0329,M02,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0330,M02,NS_2,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0331,M03,NS_1,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,0
T0332,M02,NS_2,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0333,M01,NS_1,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0334,M05,NS_3,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0335,M04,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0336,M02,NS_2,Cutting,10.52,Active,No,3.71,73.9,0.98,0
T0337,M01,NS_1,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0338,M04,NS_1,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0339,M05,NS_2,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0340,M04,NS_3,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0341,M01,NS_2,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0342,M04,NS_3,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0343,M03,NS_1,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0344,M04,NS_3,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0345,M02,NS_2,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0346,M02,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0347,M03,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0348,M01,NS_2,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0349,M02,NS_3,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0350,M05,NS_2,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0351,M02,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0352,M02,NS_1,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0353,M01,NS_3,Assembling,10.52,Idle,No,3.71,73.9,0.98,0
T0354,M04,NS_1,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0355,M02,NS_3,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0356,M03,NS_2,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0357,M04,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0358,M05,NS_3,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0359,M01,NS_1,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,0
T0360,M05,NS_2,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0361,M04,NS_3,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0362,M04,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0363,M04,NS_3,Assembling,10.52,Active,Yes,3.71,73.9,0.98,0
T0364,M05,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0365,M04,NS_2,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0366,M05,NS_3,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0367,M04,NS_2,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,0
T0368,M03,NS_3,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0369,M04,NS_1,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0370,M05,NS_2,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0371,M02,NS_3,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0372,M04,NS_3,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0373,M02,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0374,M03,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,0
T0375,M01,NS_3,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0376,M03,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0377,M04,NS_3,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0378,M02,NS_2,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,0
T0379,M02,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,0
T0380,M05,NS_3,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0381,M02,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0382,M05,NS_3,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0383,M01,NS_1,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0384,M04,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0385,M05,NS_2,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0386,M01,NS_1,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0387,M02,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0388,M02,NS_2,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0389,M01,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,0
T0390,M02,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0391,M01,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0392,M05,NS_2,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0393,M05,NS_2,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0394,M01,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0395,M05,NS_3,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0396,M05,NS_2,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0397,M05,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0398,M03,NS_2,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0399,M04,NS_3,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0400,M02,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0401,M03,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,0
T0402,M05,NS_1,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0403,M01,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0404,M05,NS_3,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0405,M04,NS_3,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0406,M05,NS_3,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0407,M01,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0408,M04,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0409,M05,NS_2,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0410,M04,NS_1,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0411,M02,NS_1,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0412,M02,NS_2,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0413,M05,NS_1,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0414,M04,NS_1,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,0
T0415,M01,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0416,M05,NS_1,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0417,M02,NS_2,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0418,M02,NS_2,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0419,M05,NS_1,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0420,M04,NS_3,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0421,M02,NS_3,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0422,M04,NS_1,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0423,M02,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,0
T0424,M02,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0425,M03,NS_1,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0426,M02,NS_3,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0427,M01,NS_1,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0428,M05,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0429,M05,NS_2,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0430,M04,NS_2,Assembling,10.52,Active,No,3.71,73.9,0.98,0
T0431,M02,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0432,M01,NS_2,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0433,M04,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0434,M03,NS_1,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,0
T0435,M04,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0436,M04,NS_1,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0437,M02,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0438,M03,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0439,M04,NS_1,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0440,M01,NS_3,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0441,M01,NS_1,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0442,M05,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0443,M03,NS_3,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0444,M03,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0445,M05,NS_1,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0446,M04,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,0
T0447,M03,NS_1,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,0
T0448,M01,NS_3,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0449,M01,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0450,M02,NS_3,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0451,M03,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0452,M04,NS_2,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0453,M05,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0454,M05,NS_2,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0455,M04,NS_1,Welding,10.52,Active,No,3.71,73.9,0.98,0
T0456,M02,NS_2,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0457,M05,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,0
T0458,M03,NS_3,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0459,M02,NS_3,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0460,M03,NS_1,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0461,M01,NS_3,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0462,M02,NS_2,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0463,M05,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0464,M02,NS_3,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0465,M02,NS_1,Drilling,10.52,Idle,No,3.71,73.9,0.98,0
T0466,M02,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0467,M02,NS_2,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0468,M03,NS_3,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0469,M01,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,0
T0470,M04,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0471,M02,NS_2,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0472,M05,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0473,M02,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0474,M05,NS_2,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0475,M03,NS_3,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0476,M05,NS_2,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0477,M04,NS_1,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0478,M01,NS_1,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0479,M05,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0480,M05,NS_3,Assembling,10.52,Idle,No,3.71,73.9,0.98,1
T0481,M01,NS_3,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0482,M04,NS_1,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0483,M02,NS_1,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0484,M05,NS_3,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0485,M01,NS_2,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0486,M03,NS_1,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0487,M01,NS_1,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0488,M03,NS_3,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0489,M04,NS_2,Assembling,10.52,Idle,No,3.71,73.9,0.98,1
T0490,M02,NS_3,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0491,M01,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0492,M05,NS_2,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0493,M04,NS_2,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0494,M01,NS_1,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0495,M05,NS_3,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0496,M01,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0497,M03,NS_2,Assembling,10.52,Idle,No,3.71,73.9,0.98,1
T0498,M01,NS_1,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0499,M01,NS_1,Assembling,10.52,Idle,No,3.71,73.9,0.98,1
T0500,M01,NS_3,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0501,M04,NS_1,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0502,M01,NS_1,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0503,M05,NS_2,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0504,M03,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0505,M03,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0506,M01,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0507,M04,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,0
T0508,M04,NS_3,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0509,M05,NS_3,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0510,M01,NS_1,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,0
T0511,M03,NS_1,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0512,M04,NS_3,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0513,M01,NS_1,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0514,M04,NS_2,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0515,M04,NS_2,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0516,M03,NS_1,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0517,M02,NS_3,Assembling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0518,M05,NS_1,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0519,M05,NS_1,Cutting,10.52,Active,No,3.71,73.9,0.98,1
T0520,M03,NS_3,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0521,M04,NS_3,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0522,M01,NS_2,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0523,M04,NS_3,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0524,M03,NS_2,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0525,M05,NS_3,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0526,M04,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,0
T0527,M05,NS_2,Welding,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0528,M01,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0529,M05,NS_2,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0530,M05,NS_1,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0531,M02,NS_1,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0532,M02,NS_1,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0533,M02,NS_1,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0534,M05,NS_1,Cutting,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0535,M03,NS_2,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0536,M05,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,0
T0537,M03,NS_2,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0538,M03,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0539,M02,NS_3,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0540,M04,NS_2,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0541,M01,NS_3,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0542,M02,NS_2,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0543,M02,NS_3,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0544,M04,NS_1,Welding,10.52,Active,Yes,3.71,73.9,0.98,0
T0545,M01,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0546,M05,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0547,M05,NS_2,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0548,M02,NS_3,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0549,M01,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,0
T0550,M02,NS_3,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0551,M03,NS_3,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0552,M02,NS_1,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0553,M02,NS_1,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0554,M05,NS_3,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0555,M05,NS_1,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,0
T0556,M05,NS_1,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0557,M03,NS_1,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,0
T0558,M05,NS_2,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0559,M01,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0560,M04,NS_3,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0561,M01,NS_2,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0562,M01,NS_3,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,0
T0563,M05,NS_1,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0564,M04,NS_3,Welding,10.52,Idle,No,3.71,73.9,0.98,0
T0565,M04,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0566,M04,NS_2,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0567,M03,NS_1,Cutting,10.52,Idle,Yes,3.71,73.9,0.98,1
T0568,M05,NS_3,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0569,M04,NS_3,Assembling,10.52,Active,No,3.71,73.9,0.98,0
T0570,M03,NS_3,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,0
T0571,M02,NS_2,Welding,10.52,Overloaded,No,3.71,73.9,0.98,0
T0572,M02,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0573,M03,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0574,M03,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0575,M05,NS_2,Cutting,10.52,Active,No,3.71,73.9,0.98,1
T0576,M05,NS_3,Cutting,10.52,Idle,No,3.71,73.9,0.98,1
T0577,M02,NS_3,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0578,M04,NS_2,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0579,M02,NS_2,Welding,10.52,Idle,Yes,3.71,73.9,0.98,1
T0580,M04,NS_2,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0581,M04,NS_1,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,0
T0582,M05,NS_1,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0583,M01,NS_3,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0584,M01,NS_2,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0585,M03,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,0
T0586,M05,NS_2,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0587,M04,NS_3,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0588,M01,NS_1,Welding,10.52,Active,Yes,3.71,73.9,0.98,0
T0589,M04,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0590,M01,NS_1,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0591,M01,NS_3,Welding,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0592,M01,NS_2,Welding,10.52,Active,Yes,3.71,73.9,0.98,0
T0593,M05,NS_1,Cutting,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0594,M02,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0595,M04,NS_2,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0596,M05,NS_3,Cutting,10.52,Active,No,3.71,73.9,0.98,1
T0597,M05,NS_2,Welding,10.52,Active,Yes,3.71,73.9,0.98,0
T0598,M05,NS_3,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0599,M05,NS_2,Cutting,10.52,Active,No,3.71,73.9,0.98,1
T0600,M05,NS_1,Drilling,10.52,Active,Yes,3.71,73.9,0.98,0
T0601,M03,NS_2,Drilling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0602,M04,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0603,M05,NS_3,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0604,M04,NS_2,Welding,10.52,Idle,Yes,3.71,73.9,0.98,0
T0605,M03,NS_1,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0606,M03,NS_1,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0607,M04,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0608,M01,NS_2,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,0
T0609,M02,NS_3,Welding,10.52,Active,No,3.71,73.9,0.98,1
T0610,M01,NS_1,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0611,M01,NS_2,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0612,M01,NS_1,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0613,M05,NS_2,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0614,M03,NS_2,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0615,M01,NS_1,Cutting,10.52,Maintenance,No,3.71,73.9,0.98,1
T0616,M03,NS_2,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0617,M04,NS_2,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,1
T0618,M02,NS_3,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,1
T0619,M04,NS_2,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0620,M04,NS_2,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0621,M05,NS_2,Assembling,10.52,Idle,No,3.71,73.9,0.98,1
T0622,M02,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0623,M04,NS_1,Cutting,10.52,Active,Yes,3.71,73.9,0.98,1
T0624,M04,NS_3,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0625,M02,NS_3,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0626,M02,NS_1,Welding,10.52,Active,Yes,3.71,73.9,0.98,1
T0627,M04,NS_3,Assembling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0628,M02,NS_1,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0629,M04,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0630,M04,NS_1,Assembling,10.52,Active,No,3.71,73.9,0.98,1
T0631,M05,NS_2,Assembling,10.52,Active,Yes,3.71,73.9,0.98,1
T0632,M01,NS_3,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0633,M04,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,1
T0634,M03,NS_3,Cutting,10.52,Overloaded,No,3.71,73.9,0.98,0
T0635,M01,NS_3,Drilling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0636,M01,NS_2,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0637,M01,NS_3,Assembling,10.52,Maintenance,Yes,3.71,73.9,0.98,0
T0638,M05,NS_2,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0639,M04,NS_2,Welding,10.52,Idle,No,3.71,73.9,0.98,1
T0640,M05,NS_2,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
T0641,M04,NS_2,Drilling,10.52,Active,No,3.71,73.9,0.98,1
T0642,M05,NS_1,Welding,10.52,Overloaded,No,3.71,73.9,0.98,1
T0643,M05,NS_1,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0644,M03,NS_3,Drilling,10.52,Maintenance,No,3.71,73.9,0.98,1
T0645,M05,NS_1,Drilling,10.52,Idle,No,3.71,73.9,0.98,1
T0646,M02,NS_1,Assembling,10.52,Maintenance,No,3.71,73.9,0.98,0
T0647,M03,NS_3,Drilling,10.52,Idle,Yes,3.71,73.9,0.98,1
T0648,M05,NS_3,Assembling,10.52,Overloaded,Yes,3.71,73.9,0.98,0
T0649,M01,NS_3,Drilling,10.52,Overloaded,No,3.71,73.9,0.98,1
T0650,M02,NS_1,Drilling,10.52,Active,Yes,3.71,73.9,0.98,1
T0651,M02,NS_1,Drilling,10.52,Active,No,3.71,73.9,0.98,0
T0652,M02,NS_3,Welding,10.52,Maintenance,No,3.71,73.9,0.98,1
